,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
2819,Brazil,Wheat,1992,14295,1761.0,67003.89,17.8
2820,Brazil,Wheat,1992,14295,1761.0,67003.89,17.8
2821,Brazil,Wheat,1992,14295,1761.0,67003.89,27.58
2822,Brazil,Wheat,1992,14295,1761.0,67003.89,20.21
2823,Brazil,Wheat,1992,14295,1761.0,67003.89,27.42
2824,Brazil,Wheat,1992,14295,1761.0,67003.89,18.72
2825,Brazil,Wheat,1992,14295,1761.0,67003.89,25.61
2826,Brazil,Wheat,1992,14295,1761.0,67003.89,24.24
2827,Brazil,Wheat,1992,14295,1761.0,67003.89,24.97
2916,Brazil,Wheat,1993,14825,1761.0,75658.33,21.94
2917,Brazil,Wheat,1993,14825,1761.0,75658.33,20.49
2918,Brazil,Wheat,1993,14825,1761.0,75658.33,17.93
2919,Brazil,Wheat,1993,14825,1761.0,75658.33,17.93
2920,Brazil,Wheat,1993,14825,1761.0,75658.33,28.18
2921,Brazil,Wheat,1993,14825,1761.0,75658.33,20.49
2922,Brazil,Wheat,1993,14825,1761.0,75658.33,26.89
2923,Brazil,Wheat,1993,14825,1761.0,75658.33,18.69
2924,Brazil,Wheat,1993,14825,1761.0,75658.33,26.06
2925,Brazil,Wheat,1993,14825,1761.0,75658.33,24.65
2926,Brazil,Wheat,1993,14825,1761.0,75658.33,25.41
3015,Brazil,Wheat,1994,15541,1761.0,84312.78,21.91
3016,Brazil,Wheat,1994,15541,1761.0,84312.78,20.77
3017,Brazil,Wheat,1994,15541,1761.0,84312.78,18.42
3018,Brazil,Wheat,1994,15541,1761.0,84312.78,18.42
3019,Brazil,Wheat,1994,15541,1761.0,84312.78,27.53
3020,Brazil,Wheat,1994,15541,1761.0,84312.78,20.77
3021,Brazil,Wheat,1994,15541,1761.0,84312.78,26.9
3022,Brazil,Wheat,1994,15541,1761.0,84312.78,19.15
3023,Brazil,Wheat,1994,15541,1761.0,84312.78,26.05
3024,Brazil,Wheat,1994,15541,1761.0,84312.78,24.71
3025,Brazil,Wheat,1994,15541,1761.0,84312.78,25.42
3114,Brazil,Wheat,1995,15420,1761.0,92967.22,22.07
3115,Brazil,Wheat,1995,15420,1761.0,92967.22,20.61
3116,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27
3117,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27
3118,Brazil,Wheat,1995,15420,1761.0,92967.22,27.52
3119,Brazil,Wheat,1995,15420,1761.0,92967.22,20.61
3120,Brazil,Wheat,1995,15420,1761.0,92967.22,27.34
3121,Brazil,Wheat,1995,15420,1761.0,92967.22,18.89
3122,Brazil,Wheat,1995,15420,1761.0,92967.22,26.05
3123,Brazil,Wheat,1995,15420,1761.0,92967.22,24.77
3124,Brazil,Wheat,1995,15420,1761.0,92967.22,25.65
3213,Brazil,Wheat,1996,18334,1761.0,101621.67,21.56
3214,Brazil,Wheat,1996,18334,1761.0,101621.67,20.18
3215,Brazil,Wheat,1996,18334,1761.0,101621.67,17.83
3216,Brazil,Wheat,1996,18334,1761.0,101621.67,17.83
3217,Brazil,Wheat,1996,18334,1761.0,101621.67,27.6
3218,Brazil,Wheat,1996,18334,1761.0,101621.67,20.18
3219,Brazil,Wheat,1996,18334,1761.0,101621.67,27.07
3220,Brazil,Wheat,1996,18334,1761.0,101621.67,18.63
3221,Brazil,Wheat,1996,18334,1761.0,101621.67,25.94
3222,Brazil,Wheat,1996,18334,1761.0,101621.67,24.28
3223,Brazil,Wheat,1996,18334,1761.0,101621.67,25.45
3312,Brazil,Wheat,1997,16359,1761.0,110276.11,21.91
3313,Brazil,Wheat,1997,16359,1761.0,110276.11,20.77
3314,Brazil,Wheat,1997,16359,1761.0,110276.11,18.36
3315,Brazil,Wheat,1997,16359,1761.0,110276.11,18.36
3316,Brazil,Wheat,1997,16359,1761.0,110276.11,27.85
3317,Brazil,Wheat,1997,16359,1761.0,110276.11,20.77
3318,Brazil,Wheat,1997,16359,1761.0,110276.11,27.57
3319,Brazil,Wheat,1997,16359,1761.0,110276.11,19.12
3320,Brazil,Wheat,1997,16359,1761.0,110276.11,25.96
3321,Brazil,Wheat,1997,16359,1761.0,110276.11,24.71
3322,Brazil,Wheat,1997,16359,1761.0,110276.11,25.2
3411,Brazil,Wheat,1998,16111,1761.0,118930.56,22.35
3412,Brazil,Wheat,1998,16111,1761.0,118930.56,20.71
3413,Brazil,Wheat,1998,16111,1761.0,118930.56,18.2
3414,Brazil,Wheat,1998,16111,1761.0,118930.56,18.2
3415,Brazil,Wheat,1998,16111,1761.0,118930.56,28.76
3416,Brazil,Wheat,1998,16111,1761.0,118930.56,20.71
3417,Brazil,Wheat,1998,16111,1761.0,118930.56,27.54
3418,Brazil,Wheat,1998,16111,1761.0,118930.56,18.49
3419,Brazil,Wheat,1998,16111,1761.0,118930.56,26.63
3420,Brazil,Wheat,1998,16111,1761.0,118930.56,24.78
3421,Brazil,Wheat,1998,16111,1761.0,118930.56,26.08
3510,Brazil,Wheat,1999,19699,1761.0,127585.0,21.59
3511,Brazil,Wheat,1999,19699,1761.0,127585.0,20.04
3512,Brazil,Wheat,1999,19699,1761.0,127585.0,17.66
3513,Brazil,Wheat,1999,19699,1761.0,127585.0,17.66
3514,Brazil,Wheat,1999,19699,1761.0,127585.0,27.64
3515,Brazil,Wheat,1999,19699,1761.0,127585.0,20.04
3516,Brazil,Wheat,1999,19699,1761.0,127585.0,26.66
3517,Brazil,Wheat,1999,19699,1761.0,127585.0,18.39
3518,Brazil,Wheat,1999,19699,1761.0,127585.0,25.88
3519,Brazil,Wheat,1999,19699,1761.0,127585.0,24.01
3520,Brazil,Wheat,1999,19699,1761.0,127585.0,25.32
3609,Brazil,Wheat,2000,15156,1761.0,140423.0,21.69
3610,Brazil,Wheat,2000,15156,1761.0,140423.0,20.32
3611,Brazil,Wheat,2000,15156,1761.0,140423.0,18.01
3612,Brazil,Wheat,2000,15156,1761.0,140423.0,18.01
3613,Brazil,Wheat,2000,15156,1761.0,140423.0,27.5
3614,Brazil,Wheat,2000,15156,1761.0,140423.0,20.32
3615,Brazil,Wheat,2000,15156,1761.0,140423.0,26.82
3616,Brazil,Wheat,2000,15156,1761.0,140423.0,18.65
3617,Brazil,Wheat,2000,15156,1761.0,140423.0,25.71
3618,Brazil,Wheat,2000,15156,1761.0,140423.0,24.36
3619,Brazil,Wheat,2000,15156,1761.0,140423.0,25.35
3708,Brazil,Wheat,2001,19488,1761.0,151523.0,22.14
3709,Brazil,Wheat,2001,19488,1761.0,151523.0,20.96
3710,Brazil,Wheat,2001,19488,1761.0,151523.0,18.67
3711,Brazil,Wheat,2001,19488,1761.0,151523.0,18.67
3712,Brazil,Wheat,2001,19488,1761.0,151523.0,27.69
3713,Brazil,Wheat,2001,19488,1761.0,151523.0,20.96
3714,Brazil,Wheat,2001,19488,1761.0,151523.0,27.08
3715,Brazil,Wheat,2001,19488,1761.0,151523.0,19.73
3716,Brazil,Wheat,2001,19488,1761.0,151523.0,26.08
3717,Brazil,Wheat,2001,19488,1761.0,151523.0,24.99
3718,Brazil,Wheat,2001,19488,1761.0,151523.0,25.59
3807,Brazil,Wheat,2002,14754,1761.0,145552.0,22.5
3808,Brazil,Wheat,2002,14754,1761.0,145552.0,21.3
3809,Brazil,Wheat,2002,14754,1761.0,145552.0,19.09
3810,Brazil,Wheat,2002,14754,1761.0,145552.0,19.09
3811,Brazil,Wheat,2002,14754,1761.0,145552.0,27.85
3812,Brazil,Wheat,2002,14754,1761.0,145552.0,21.3
3813,Brazil,Wheat,2002,14754,1761.0,145552.0,27.27
3814,Brazil,Wheat,2002,14754,1761.0,145552.0,19.49
3815,Brazil,Wheat,2002,14754,1761.0,145552.0,26.01
3816,Brazil,Wheat,2002,14754,1761.0,145552.0,25.18
3817,Brazil,Wheat,2002,14754,1761.0,145552.0,25.56
3906,Brazil,Wheat,2004,20728,1761.0,214725.0,21.59
3907,Brazil,Wheat,2004,20728,1761.0,214725.0,20.05
3908,Brazil,Wheat,2004,20728,1761.0,214725.0,17.88
3909,Brazil,Wheat,2004,20728,1761.0,214725.0,17.88
3910,Brazil,Wheat,2004,20728,1761.0,214725.0,27.72
3911,Brazil,Wheat,2004,20728,1761.0,214725.0,20.05
3912,Brazil,Wheat,2004,20728,1761.0,214725.0,27.24
3913,Brazil,Wheat,2004,20728,1761.0,214725.0,18.75
3914,Brazil,Wheat,2004,20728,1761.0,214725.0,25.94
3915,Brazil,Wheat,2004,20728,1761.0,214725.0,24.24
3916,Brazil,Wheat,2004,20728,1761.0,214725.0,25.37
4005,Brazil,Wheat,2005,19735,1761.0,232232.0,22.05
4006,Brazil,Wheat,2005,19735,1761.0,232232.0,20.78
4007,Brazil,Wheat,2005,19735,1761.0,232232.0,18.53
4008,Brazil,Wheat,2005,19735,1761.0,232232.0,18.53
4009,Brazil,Wheat,2005,19735,1761.0,232232.0,28.17
4010,Brazil,Wheat,2005,19735,1761.0,232232.0,20.78
4011,Brazil,Wheat,2005,19735,1761.0,232232.0,27.6
4012,Brazil,Wheat,2005,19735,1761.0,232232.0,19.42
4013,Brazil,Wheat,2005,19735,1761.0,232232.0,26.27
4014,Brazil,Wheat,2005,19735,1761.0,232232.0,24.79
4015,Brazil,Wheat,2005,19735,1761.0,232232.0,25.7
4104,Brazil,Wheat,2006,15927,1761.0,238716.0,21.82
4105,Brazil,Wheat,2006,15927,1761.0,238716.0,20.6
4106,Brazil,Wheat,2006,15927,1761.0,238716.0,18.47
4107,Brazil,Wheat,2006,15927,1761.0,238716.0,18.47
4108,Brazil,Wheat,2006,15927,1761.0,238716.0,27.76
4109,Brazil,Wheat,2006,15927,1761.0,238716.0,20.6
4110,Brazil,Wheat,2006,15927,1761.0,238716.0,27.34
4111,Brazil,Wheat,2006,15927,1761.0,238716.0,19.35
4112,Brazil,Wheat,2006,15927,1761.0,238716.0,26.26
4113,Brazil,Wheat,2006,15927,1761.0,238716.0,24.57
4114,Brazil,Wheat,2006,15927,1761.0,238716.0,25.41
4203,Brazil,Wheat,2007,22199,1761.0,304031.0,22.19
4204,Brazil,Wheat,2007,22199,1761.0,304031.0,20.93
4205,Brazil,Wheat,2007,22199,1761.0,304031.0,18.66
4206,Brazil,Wheat,2007,22199,1761.0,304031.0,18.66
4207,Brazil,Wheat,2007,22199,1761.0,304031.0,27.92
4208,Brazil,Wheat,2007,22199,1761.0,304031.0,20.93
4209,Brazil,Wheat,2007,22199,1761.0,304031.0,27.32
4210,Brazil,Wheat,2007,22199,1761.0,304031.0,19.05
4211,Brazil,Wheat,2007,22199,1761.0,304031.0,25.95
4212,Brazil,Wheat,2007,22199,1761.0,304031.0,24.78
4213,Brazil,Wheat,2007,22199,1761.0,304031.0,25.44
4302,Brazil,Wheat,2008,25497,1761.0,312637.0,21.86
4303,Brazil,Wheat,2008,25497,1761.0,312637.0,20.22
4304,Brazil,Wheat,2008,25497,1761.0,312637.0,17.88
4305,Brazil,Wheat,2008,25497,1761.0,312637.0,17.88
4306,Brazil,Wheat,2008,25497,1761.0,312637.0,27.54
4307,Brazil,Wheat,2008,25497,1761.0,312637.0,20.22
4308,Brazil,Wheat,2008,25497,1761.0,312637.0,26.94
4309,Brazil,Wheat,2008,25497,1761.0,312637.0,18.8
4310,Brazil,Wheat,2008,25497,1761.0,312637.0,25.96
4311,Brazil,Wheat,2008,25497,1761.0,312637.0,24.26
4312,Brazil,Wheat,2008,25497,1761.0,312637.0,25.54
4401,Brazil,Wheat,2009,20802,1761.0,335742.0,22.25
4402,Brazil,Wheat,2009,20802,1761.0,335742.0,20.78
4403,Brazil,Wheat,2009,20802,1761.0,335742.0,18.38
4404,Brazil,Wheat,2009,20802,1761.0,335742.0,18.38
4405,Brazil,Wheat,2009,20802,1761.0,335742.0,27.39
4406,Brazil,Wheat,2009,20802,1761.0,335742.0,20.78
4407,Brazil,Wheat,2009,20802,1761.0,335742.0,27.39
4408,Brazil,Wheat,2009,20802,1761.0,335742.0,18.84
4409,Brazil,Wheat,2009,20802,1761.0,335742.0,26.3
4410,Brazil,Wheat,2009,20802,1761.0,335742.0,24.98
4411,Brazil,Wheat,2009,20802,1761.0,335742.0,26.0
4500,Brazil,Wheat,2010,28288,1761.0,342580.0,22.12
4501,Brazil,Wheat,2010,28288,1761.0,342580.0,20.72
4502,Brazil,Wheat,2010,28288,1761.0,342580.0,18.18
4503,Brazil,Wheat,2010,28288,1761.0,342580.0,18.18
4504,Brazil,Wheat,2010,28288,1761.0,342580.0,28.18
4505,Brazil,Wheat,2010,28288,1761.0,342580.0,20.72
4506,Brazil,Wheat,2010,28288,1761.0,342580.0,27.56
4507,Brazil,Wheat,2010,28288,1761.0,342580.0,19.01
4508,Brazil,Wheat,2010,28288,1761.0,342580.0,26.3
4509,Brazil,Wheat,2010,28288,1761.0,342580.0,24.95
4510,Brazil,Wheat,2010,28288,1761.0,342580.0,25.78
4599,Brazil,Wheat,2011,26602,1761.0,345026.0,21.74
4600,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
4601,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01
4602,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01
4603,Brazil,Wheat,2011,26602,1761.0,345026.0,27.36
4604,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
4605,Brazil,Wheat,2011,26602,1761.0,345026.0,27.29
4606,Brazil,Wheat,2011,26602,1761.0,345026.0,18.82
4607,Brazil,Wheat,2011,26602,1761.0,345026.0,25.89
4608,Brazil,Wheat,2011,26602,1761.0,345026.0,24.32
4609,Brazil,Wheat,2011,26602,1761.0,345026.0,25.28
4698,Brazil,Wheat,2012,23100,1761.0,346583.0,22.16
4699,Brazil,Wheat,2012,23100,1761.0,346583.0,21.02
4700,Brazil,Wheat,2012,23100,1761.0,346583.0,18.8
4701,Brazil,Wheat,2012,23100,1761.0,346583.0,18.8
4702,Brazil,Wheat,2012,23100,1761.0,346583.0,28.21
4703,Brazil,Wheat,2012,23100,1761.0,346583.0,21.02
4704,Brazil,Wheat,2012,23100,1761.0,346583.0,27.34
4705,Brazil,Wheat,2012,23100,1761.0,346583.0,19.72
4706,Brazil,Wheat,2012,23100,1761.0,346583.0,26.13
4707,Brazil,Wheat,2012,23100,1761.0,346583.0,24.84
4708,Brazil,Wheat,2012,23100,1761.0,346583.0,25.65
4797,Brazil,Wheat,2013,27491,1761.0,367778.0,21.59
4798,Brazil,Wheat,2013,27491,1761.0,367778.0,20.07
4799,Brazil,Wheat,2013,27491,1761.0,367778.0,17.57
4800,Brazil,Wheat,2013,27491,1761.0,367778.0,17.57
4801,Brazil,Wheat,2013,27491,1761.0,367778.0,27.71
4802,Brazil,Wheat,2013,27491,1761.0,367778.0,20.07
4803,Brazil,Wheat,2013,27491,1761.0,367778.0,27.11
4804,Brazil,Wheat,2013,27491,1761.0,367778.0,17.84
4805,Brazil,Wheat,2013,27491,1761.0,367778.0,26.4
4806,Brazil,Wheat,2013,27491,1761.0,367778.0,25.19
4807,Brazil,Wheat,2013,27491,1761.0,367778.0,26.14
4824,Bulgaria,Wheat,1990,45514,608.0,3906.0,9.51
4830,Bulgaria,Wheat,1991,37480,608.0,3906.0,8.14
4836,Bulgaria,Wheat,1992,31071,608.0,3906.0,9.07
4842,Bulgaria,Wheat,1993,28580,608.0,3777.25,9.0
4848,Bulgaria,Wheat,1994,28447,608.0,3648.5,10.23
4854,Bulgaria,Wheat,1995,29085,608.0,3519.75,8.69
4860,Bulgaria,Wheat,1996,18818,608.0,3391.0,8.44
4866,Bulgaria,Wheat,1997,29502,608.0,3262.25,8.26
4872,Bulgaria,Wheat,1998,28058,608.0,3133.5,9.16
4878,Bulgaria,Wheat,1999,27352,608.0,3004.75,9.67
4884,Bulgaria,Wheat,2000,28421,608.0,2876.0,9.9
4890,Bulgaria,Wheat,2001,30081,608.0,2747.25,9.55
4896,Bulgaria,Wheat,2002,30123,608.0,2618.5,9.6
4902,Bulgaria,Wheat,2004,38100,608.0,2361.0,9.18
4908,Bulgaria,Wheat,2005,31567,608.0,2232.25,8.58
4914,Bulgaria,Wheat,2006,34026,608.0,2103.5,9.08
4920,Bulgaria,Wheat,2007,21973,608.0,1974.75,10.23
4926,Bulgaria,Wheat,2008,41674,608.0,1846.0,9.9
4932,Bulgaria,Wheat,2009,31873,608.0,1717.25,9.74
4938,Bulgaria,Wheat,2010,36185,608.0,1588.5,9.65
4944,Bulgaria,Wheat,2011,39197,608.0,1459.75,9.17
4950,Bulgaria,Wheat,2012,37596,608.0,1331.0,9.99
4956,Bulgaria,Wheat,2013,41885,608.0,1197.0,11.26
5148,Burundi,Wheat,1990,7478,1274.0,92.08,21.15
5157,Burundi,Wheat,1991,7333,1274.0,92.08,20.97
5166,Burundi,Wheat,1992,7120,1274.0,92.08,21.31
5175,Burundi,Wheat,1993,7748,1274.0,96.99,21.17
5184,Burundi,Wheat,1994,8824,1274.0,84.45,21.25
5193,Burundi,Wheat,1995,7440,1274.0,144.2,21.55
5202,Burundi,Wheat,1996,7728,1274.0,207.1,21.18
5211,Burundi,Wheat,1997,7742,1274.0,117.56,21.51
5220,Burundi,Wheat,1998,8148,1274.0,107.29,21.56
5229,Burundi,Wheat,1999,7085,1274.0,150.24,21.01
5238,Burundi,Wheat,2000,6774,1274.0,109.87,21.32
5247,Burundi,Wheat,2001,8667,1274.0,72.56,21.24
5256,Burundi,Wheat,2002,8290,1274.0,98.1,21.45
5265,Burundi,Wheat,2004,8326,1274.0,508.26,21.71
5274,Burundi,Wheat,2005,7387,1274.0,304.83,22.29
5283,Burundi,Wheat,2006,8007,1274.0,190.51,21.83
5292,Burundi,Wheat,2007,8407,1274.0,412.66,21.28
5301,Burundi,Wheat,2008,8431,1274.0,456.44,21.29
5310,Burundi,Wheat,2009,8583,1274.0,177.75,21.42
5319,Burundi,Wheat,2010,7393,1274.0,264.53,21.75
5328,Burundi,Wheat,2011,7129,1274.0,75.64,21.23
5337,Burundi,Wheat,2012,4448,1274.0,98.59,21.44
5346,Burundi,Wheat,2013,7276,1274.0,956.06,21.53
5356,Cameroon,Wheat,1990,15000,1604.0,450.01,25.08
5366,Cameroon,Wheat,1991,12863,1604.0,99.09,24.99
5376,Cameroon,Wheat,1992,12884,1604.0,1137.56,24.6
5386,Cameroon,Wheat,1993,12904,1604.0,774.49,24.9
5396,Cameroon,Wheat,1994,12937,1604.0,411.42,24.93
5406,Cameroon,Wheat,1995,13098,1604.0,48.35,25.21
5416,Cameroon,Wheat,1996,13333,1604.0,180.08,25.0
5426,Cameroon,Wheat,1997,13264,1604.0,630.12,24.98
5436,Cameroon,Wheat,1998,13279,1604.0,258.02,25.66
5446,Cameroon,Wheat,1999,13294,1604.0,653.0,24.97
5456,Cameroon,Wheat,2000,13309,1604.0,545.0,24.88
5466,Cameroon,Wheat,2001,13325,1604.0,687.0,25.01
5476,Cameroon,Wheat,2002,13340,1604.0,815.79,25.26
5486,Cameroon,Wheat,2004,13373,1604.0,849.48,25.42
5496,Cameroon,Wheat,2005,13390,1604.0,829.59,25.36
5506,Cameroon,Wheat,2006,13408,1604.0,950.22,25.39
5516,Cameroon,Wheat,2007,13426,1604.0,918.88,25.49
5526,Cameroon,Wheat,2008,13444,1604.0,882.13,25.42
5536,Cameroon,Wheat,2009,13463,1604.0,813.77,25.54
5546,Cameroon,Wheat,2010,13846,1604.0,1160.63,25.7
5556,Cameroon,Wheat,2011,13971,1604.0,1372.47,25.25
5566,Cameroon,Wheat,2012,12308,1604.0,1372.47,25.18
5576,Cameroon,Wheat,2013,12879,1604.0,1372.47,25.45
5596,Canada,Wheat,1990,22769,537.0,29568.0,8.2
5597,Canada,Wheat,1990,22769,537.0,29568.0,9.48
5598,Canada,Wheat,1990,22769,537.0,29568.0,6.07
5599,Canada,Wheat,1990,22769,537.0,29568.0,5.57
5600,Canada,Wheat,1990,22769,537.0,29568.0,7.41
5601,Canada,Wheat,1990,22769,537.0,29568.0,7.82
5620,Canada,Wheat,1991,22559,537.0,29477.5,8.13
5621,Canada,Wheat,1991,22559,537.0,29477.5,9.72
5622,Canada,Wheat,1991,22559,537.0,29477.5,5.82
5623,Canada,Wheat,1991,22559,537.0,29477.5,5.46
5624,Canada,Wheat,1991,22559,537.0,29477.5,7.55
5625,Canada,Wheat,1991,22559,537.0,29477.5,7.89
5644,Canada,Wheat,1992,21603,537.0,29387.0,6.25
5645,Canada,Wheat,1992,21603,537.0,29387.0,8.05
5646,Canada,Wheat,1992,21603,537.0,29387.0,4.41
5647,Canada,Wheat,1992,21603,537.0,29387.0,3.69
5648,Canada,Wheat,1992,21603,537.0,29387.0,5.79
5649,Canada,Wheat,1992,21603,537.0,29387.0,8.77
5668,Canada,Wheat,1993,22027,537.0,29296.5,6.48
5669,Canada,Wheat,1993,22027,537.0,29296.5,8.11
5670,Canada,Wheat,1993,22027,537.0,29296.5,4.52
5671,Canada,Wheat,1993,22027,537.0,29296.5,3.96
5672,Canada,Wheat,1993,22027,537.0,29296.5,5.87
5673,Canada,Wheat,1993,22027,537.0,29296.5,7.69
5692,Canada,Wheat,1994,21275,537.0,29206.0,6.52
5693,Canada,Wheat,1994,21275,537.0,29206.0,8.11
5694,Canada,Wheat,1994,21275,537.0,29206.0,4.72
5695,Canada,Wheat,1994,21275,537.0,29206.0,4.06
5696,Canada,Wheat,1994,21275,537.0,29206.0,5.95
5697,Canada,Wheat,1994,21275,537.0,29206.0,8.27
5716,Canada,Wheat,1995,22467,537.0,32223.4,7.19
5717,Canada,Wheat,1995,22467,537.0,32223.4,8.52
5718,Canada,Wheat,1995,22467,537.0,32223.4,5.47
5719,Canada,Wheat,1995,22467,537.0,32223.4,4.81
5720,Canada,Wheat,1995,22467,537.0,32223.4,6.38
5721,Canada,Wheat,1995,22467,537.0,32223.4,8.49
5740,Canada,Wheat,1996,24304,537.0,35240.8,6.88
5741,Canada,Wheat,1996,24304,537.0,35240.8,7.85
5742,Canada,Wheat,1996,24304,537.0,35240.8,5.25
5743,Canada,Wheat,1996,24304,537.0,35240.8,4.66
5744,Canada,Wheat,1996,24304,537.0,35240.8,5.81
5745,Canada,Wheat,1996,24304,537.0,35240.8,7.16
5764,Canada,Wheat,1997,21285,537.0,38258.2,6.72
5765,Canada,Wheat,1997,21285,537.0,38258.2,8.09
5766,Canada,Wheat,1997,21285,537.0,38258.2,4.54
5767,Canada,Wheat,1997,21285,537.0,38258.2,3.99
5768,Canada,Wheat,1997,21285,537.0,38258.2,6.0
5769,Canada,Wheat,1997,21285,537.0,38258.2,8.23
5788,Canada,Wheat,1998,22550,537.0,41275.6,9.01
5789,Canada,Wheat,1998,22550,537.0,41275.6,10.6
5790,Canada,Wheat,1998,22550,537.0,41275.6,7.0
5791,Canada,Wheat,1998,22550,537.0,41275.6,6.68
5792,Canada,Wheat,1998,22550,537.0,41275.6,8.54
5793,Canada,Wheat,1998,22550,537.0,41275.6,8.72
5812,Canada,Wheat,1999,25971,537.0,44293.0,8.29
5813,Canada,Wheat,1999,25971,537.0,44293.0,9.53
5814,Canada,Wheat,1999,25971,537.0,44293.0,6.71
5815,Canada,Wheat,1999,25971,537.0,44293.0,6.02
5816,Canada,Wheat,1999,25971,537.0,44293.0,7.75
5817,Canada,Wheat,1999,25971,537.0,44293.0,7.69
5836,Canada,Wheat,2000,24446,537.0,39667.0,6.93
5837,Canada,Wheat,2000,24446,537.0,39667.0,8.67
5838,Canada,Wheat,2000,24446,537.0,39667.0,5.14
5839,Canada,Wheat,2000,24446,537.0,39667.0,4.61
5840,Canada,Wheat,2000,24446,537.0,39667.0,6.67
5841,Canada,Wheat,2000,24446,537.0,39667.0,7.63
5860,Canada,Wheat,2001,19452,537.0,38456.0,8.47
5861,Canada,Wheat,2001,19452,537.0,38456.0,9.63
5862,Canada,Wheat,2001,19452,537.0,38456.0,6.46
5863,Canada,Wheat,2001,19452,537.0,38456.0,6.01
5864,Canada,Wheat,2001,19452,537.0,38456.0,7.76
5865,Canada,Wheat,2001,19452,537.0,38456.0,7.77
5884,Canada,Wheat,2002,18324,537.0,34226.0,8.18
5885,Canada,Wheat,2002,18324,537.0,34226.0,9.45
5886,Canada,Wheat,2002,18324,537.0,34226.0,6.01
5887,Canada,Wheat,2002,18324,537.0,34226.0,5.47
5888,Canada,Wheat,2002,18324,537.0,34226.0,7.48
5889,Canada,Wheat,2002,18324,537.0,34226.0,7.82
5908,Canada,Wheat,2004,26409,537.0,36138.0,7.02
5909,Canada,Wheat,2004,26409,537.0,36138.0,8.63
5910,Canada,Wheat,2004,26409,537.0,36138.0,4.91
5911,Canada,Wheat,2004,26409,537.0,36138.0,4.46
5912,Canada,Wheat,2004,26409,537.0,36138.0,6.4
5913,Canada,Wheat,2004,26409,537.0,36138.0,8.95
5932,Canada,Wheat,2005,27381,537.0,36363.0,7.89
5933,Canada,Wheat,2005,27381,537.0,36363.0,9.05
5934,Canada,Wheat,2005,27381,537.0,36363.0,5.95
5935,Canada,Wheat,2005,27381,537.0,36363.0,5.53
5936,Canada,Wheat,2005,27381,537.0,36363.0,7.22
5937,Canada,Wheat,2005,27381,537.0,36363.0,8.38
5956,Canada,Wheat,2006,26096,537.0,36572.75,8.66
5957,Canada,Wheat,2006,26096,537.0,36572.75,9.83
5958,Canada,Wheat,2006,26096,537.0,36572.75,6.95
5959,Canada,Wheat,2006,26096,537.0,36572.75,6.3
5960,Canada,Wheat,2006,26096,537.0,36572.75,7.85
5961,Canada,Wheat,2006,26096,537.0,36572.75,8.31
5980,Canada,Wheat,2007,23317,537.0,45140.03,7.42
5981,Canada,Wheat,2007,23317,537.0,45140.03,9.14
5982,Canada,Wheat,2007,23317,537.0,45140.03,5.25
5983,Canada,Wheat,2007,23317,537.0,45140.03,4.96
5984,Canada,Wheat,2007,23317,537.0,45140.03,7.07
5985,Canada,Wheat,2007,23317,537.0,45140.03,7.72
6004,Canada,Wheat,2008,28575,537.0,53707.3,7.5
6005,Canada,Wheat,2008,28575,537.0,53707.3,8.61
6006,Canada,Wheat,2008,28575,537.0,53707.3,5.62
6007,Canada,Wheat,2008,28575,537.0,53707.3,5.01
6008,Canada,Wheat,2008,28575,537.0,53707.3,6.58
6009,Canada,Wheat,2008,28575,537.0,53707.3,7.3
6028,Canada,Wheat,2009,27897,537.0,54529.4,7.12
6029,Canada,Wheat,2009,27897,537.0,54529.4,8.38
6030,Canada,Wheat,2009,27897,537.0,54529.4,5.27
6031,Canada,Wheat,2009,27897,537.0,54529.4,4.71
6032,Canada,Wheat,2009,27897,537.0,54529.4,6.28
6033,Canada,Wheat,2009,27897,537.0,54529.4,7.8
6052,Canada,Wheat,2010,28085,537.0,61050.0,8.64
6053,Canada,Wheat,2010,28085,537.0,61050.0,9.47
6054,Canada,Wheat,2010,28085,537.0,61050.0,7.11
6055,Canada,Wheat,2010,28085,537.0,61050.0,6.73
6056,Canada,Wheat,2010,28085,537.0,61050.0,7.77
6057,Canada,Wheat,2010,28085,537.0,61050.0,8.33
6076,Canada,Wheat,2011,29568,537.0,62107.2,8.34
6077,Canada,Wheat,2011,29568,537.0,62107.2,9.32
6078,Canada,Wheat,2011,29568,537.0,62107.2,6.52
6079,Canada,Wheat,2011,29568,537.0,62107.2,6.14
6080,Canada,Wheat,2011,29568,537.0,62107.2,7.3
6081,Canada,Wheat,2011,29568,537.0,62107.2,7.21
6100,Canada,Wheat,2012,28645,537.0,73508.9,9.24
6101,Canada,Wheat,2012,28645,537.0,73508.9,10.51
6102,Canada,Wheat,2012,28645,537.0,73508.9,7.09
6103,Canada,Wheat,2012,28645,537.0,73508.9,6.59
6104,Canada,Wheat,2012,28645,537.0,73508.9,8.66
6105,Canada,Wheat,2012,28645,537.0,73508.9,7.85
